,0
1261,CC[N+]1(C)C2CCC1CC(OC(=O)C1CCC(C(=O)OC3CC4CCC(C3)[N+]4(C)CC)(c3ccccc3)c3ccccc31)C2.[Cl-].[Cl-]
1262,C=C1CC23CC4C5C6(C)CC(OC(=O)c7ccccc7)C(OC(C)=O)C57C(C2C(O)C1C(OC(C)=O)C37)N4C6
1263,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)NC2(CCN(CC(C)C)CC2)N=5)=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
1264,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
1265,CN(C)C1C(=O)C(C(=O)NCN2CCCC2)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12
1266,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1.O=C(O)C=CC(=O)O
1267,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
1268,CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
1269,CCN(CC)C(O)=N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
1270,CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl
1271,COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12
1272,C1CO1.C=O.CC(C)(C)CC(C)(C)c1ccc(O)cc1
1273,C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)c(CCC(=O)OC)c4C)[C@@]1(C)C3=CC=C(C(=O)OC)[C@H]1C(=O)OC
1274,O=C(O)/C=C/C(=O)O.OC(=NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1.OC(=NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1
