,0
502,C[C@H]1O[C@@H](O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C[C@H](O)[C@@H]1O
503,C[N+]1(C)CCOC(O)(c2ccc(-c3ccc(C4(O)C[N+](C)(C)CCO4)cc3)cc2)C1.[Br-].[Br-]
504,CC(N)CCCC(C)(C)O.Cl
505,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O
506,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O
507,C[N+](C)(C)CCCCCC[N+](C)(C)C.O.O.[Br-].[Br-]
508,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1
509,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
510,CC(CNC1CCCCC1)OC(=O)c1ccccc1.Cl
511,CC(=O)OCOC(c1ccc2ccccc2c1)P(=O)(OCOC(C)=O)OCOC(C)=O
512,Br.CN1[C@H]2CC[C@@H]1CC(OC(=O)C(O)c1ccccc1)C2
513,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1.Cl.Cl
514,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1
515,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12
516,Cl.NN=c1[nH]ncc2ccccc12
517,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3.Cl
518,CN1CCc2cc3c(cc2C1O)OCO3.Cl
519,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
520,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
521,Br.COc1c2c(cc3c1OCO3)CCN(C)C2
522,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
523,CC[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
524,CC1=CC(=O)C2=C(C)CC(O)C3C(C)C(=O)OC3C12
525,Cl.Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
526,Cc1cc(=O)oc2cc(O)ccc12
527,CN1[C@H]2CC[C@@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2
528,CC(=O)c1ccc(N2CCOCC2)cc1O
529,Cl.c1ccc2c(c1)OCC(C1=NCCN1)O2
530,O=c1nc(O)c(I)cn1[C@H]1C[C@H](O)[C@@H](CO)O1
531,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
532,O=P1(NCCCl)OCCCN1CCCl
533,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O
534,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
535,O=C1N=C(O)C(NC(O)=NCN=C(O)NC2C(O)=NC(=O)N2CO)N1CO
536,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12
537,CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl
538,CC1Cc2ccccc2N1N=C(O)c1ccc(Cl)c(S(N)(=O)=O)c1
539,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
540,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
541,N=C(N)NCc1cccc(I)c1.O=S(=O)(O)O
542,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I
543,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(O)=NCC(O)CO)c(I)c(C(O)=NCC(O)CO)c1I)c1c(I)c(C(O)=NCC(O)CO)c(I)c(C(O)=NCC(O)CO)c1I
544,CC(=O)N(CC(O)CO)c1c(I)c(C(O)=NCC(O)CO)c(I)c(C(O)=NCC(O)CO)c1I
545,C[C@H](C[C@H](C)C(=O)/C=C(\[O-])[C@H](C)C[C@H](C)C/C=C/[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)C[C@@H]1CC[C@@](C)([C@H]2CC[C@@](C)([C@@H](C)O)O2)O1)C[C@H](C)CCC(=O)[O-].[Ca+2]
546,C[C@H](O)C(O)=Nc1c(I)c(C(O)=NC(CO)CO)c(I)c(C(O)=NC(CO)CO)c1I
547,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O
548,COCC(O)=Nc1c(I)c(C(=O)N(C)CC(O)CO)c(I)c(C(O)=NCC(O)CO)c1I
549,O=C(CO)N(CCO)c1c(I)c(C(O)=NCC(O)CO)c(I)c(C(O)=NCC(O)CO)c1I
550,CN=C(O)c1c(I)c(C(O)=NCC(O)=Nc2c(I)c(C(=O)O)c(I)c(C(O)=NCCO)c2I)c(I)c(N(C)C(C)=O)c1I
551,CC(C)[N+]1(C)[C@H]2CC[C@@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2.[Br-]
552,CC(C)NNC(=O)c1ccncc1.O=P(O)(O)O
553,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
554,Cc1cc(C(=O)NNCc2ccccc2)no1
555,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1
556,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1.CS(=O)(=O)O
557,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
558,NNC(=O)c1ccncc1
559,CC(C)[N+](C)(CCC(C(=N)[O-])(c1ccccc1)c1ccccc1)C(C)C.I
560,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-]
561,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
562,Cc1cc(=NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)[nH]o1
563,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl
564,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12
565,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
566,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
567,NC[C@H]1O[C@@H](O[C@@H]2[C@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.O=S(=O)(O)O
568,CCN1C[C@]2(C)CC[C@H](O)[C@]34C1[C@H](C[C@@H]32)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@@H]1[C@H]2O
569,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1
570,O.O=C(O)C(O)C(O)C(=O)O.O=C(c1ccc(F)cc1)C1CCN(CCn2c(O)nc3ccccc3c2=O)CC1
571,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
572,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
573,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
574,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O
575,COc1c2occc2c(OC)c2c(=O)cc(C)oc12
576,c1coc(CNc2nc[nH]c3ncnc2-3)c1
577,CS(=N)(=O)CC[C@H](N)C(=O)O
578,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(=N)O)c1.Cl
579,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(O[C@H]4CC[C@]5(C)C6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O
580,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1
581,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c([O-])c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C.[Na+]
582,CO[C@@]1(N=C([O-])C(C(=O)O)c2ccc([O-])cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21.[Na+].[Na+]
583,COc1ccc(CC2c3cc(OC)c(OC)cc3CCN2C)cc1OC
584,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
585,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
586,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1
587,N[C@@H]1CON=C1O
588,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O.Cl
589,CC1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CCC1(C(=O)O)c1ccccc1.Cl
590,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
591,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2.O=C(O)/C=C\C(=O)O
592,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
593,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
594,Cc1cccc(C)c1N=C(O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
595,CCC[C@@H]1C[C@@H](C(O)=NC(C(C)O)C2OC(SC)[C@@H](O)[C@H](O)[C@H]2O)N(C)C1.Cl
596,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
597,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
598,CCN(CC)C(O)=N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
599,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
600,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(Cl)cc1
601,CN1C(CC(O)c2ccccc2)CCCC1CC(O)c1ccccc1.Cl
602,CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1.Cl
603,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl
604,O=NN(CCCl)C(O)=NC1CCCCC1
605,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1.Cl
606,N[C@@H](C(O)=N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1
607,CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])N=C(O)c1ccc(Cl)c(Cl)c1.[Na+]
608,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
609,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O
610,COC1=C[C@@H]2C3=C([C@@H](N=C(C)O)CCc4cc(OC)c(OC)c(OC)c43)[C@@H]2C1=O
611,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
612,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12
613,O[C@H]1C=C2CCN3Cc4cc5c(cc4[C@H]([C@@H]1O)[C@@H]23)OCO5
614,CN(C)[C@@H]1C(=O)C(C(O)=NCNCCCC[C@H](N)C(=O)O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
615,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
616,CN1C[C@H](CO)C=C2c3cccc4[nH]cc(c34)C[C@H]21
617,Cl.NCc1ccc(S(N)(=O)=O)cc1
618,CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl
619,COC(O)=Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
620,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1.Cl
621,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12
622,CNC1(C)C2CCC(C2)C1(C)C
623,C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(=N)O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O
624,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.O.[Na+]
625,CN(C)CCOC(=O)COc1ccc(Cl)cc1.Cl
626,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1.Cl.Cl
627,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
628,Cc1cccc(Nc2ccccc2C(=O)O)c1C
629,CCN(CC)CCN=C(O)COc1ccc(OC)cc1.Cl
630,Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1
631,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
632,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
633,COc1ccc2[nH]cc(CCN=C(C)O)c2c1
634,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl
635,CC1=CC(=O)c2ccccc2C1=O
636,CCN(CC)CCCC(C)N=c1c2ccc(Cl)cc2[nH]c2ccc(OC)cc12.Cl.Cl.O.O
637,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-]
638,Cc1ccccc1OCC(O)CO
639,CNC(C)(C)Cc1ccccc1.CNC(C)(C)Cc1ccccc1.O=S(=O)(O)O
640,CCC1(c2ccccc2)N=C(O)N(C)C1=O
641,CCCNC(C)(C)COC(=O)c1ccccc1.Cl
642,CCC1(c2cccc(O)c2)CCCCN(C)C1.Cl
643,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.O=C(O)/C=C\C(=O)O
644,O.Sc1ncnc2[nH]cnc12
645,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12
646,Nc1ccc(O)c(C(=O)O)c1
647,Nc1ccc(O)c(C(=O)O)c1
648,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21.O=S(=O)(O)c1ccccc1
649,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C
650,C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(=N)O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl
651,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.[Na+]
652,C=N[C@@H](C([O-])=N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccccc1.[Na+]
653,CNCC(O)c1ccc(O)c(OC)c1.Cl
654,C[C@H](N)[C@H](O)c1cccc(O)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O
655,C=C1C[C@@H](O)[C@H](/C=C/[C@@H](O)C(C)(C)CCCC)[C@H]1C/C=C\CCCC(=O)O
656,CN1C[C@H](CN=C(O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
657,CN(C)C(=N)NC(=N)N.Cl
658,CN(C)C(=N)NC(=N)N.Cl
659,CC(=O)OC(C)C[N+](C)(C)C.[Cl-]
660,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21.[Br-]
661,CN(C)CCN(Cc1cccs1)c1ccccn1.Cl
662,CC(=O)N=c1sc(S(N)(=O)=O)nn1C
663,COc1ccccc1OCC(O)COC(=N)O
664,CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
665,CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
666,COc1ccc(OC)c(C(O)C(C)N)c1.Cl
667,COc1c2occc2cc2ccc(=O)oc12
668,Cc1cc(C(C)(C)CC(C)(C)C)ccc1OCCOCC[N+](C)(C)Cc1ccccc1.[Cl-]
669,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
670,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl
671,CC[C@@H](CO)N=C(O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C/C(=O)O
672,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12
673,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2
674,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2.O=C(O)/C=C\C(=O)O
675,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl
676,CCN(CC)CCN=C(O)c1cc(Cl)c(N)cc1OC.Cl
677,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
678,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
679,CC(=O)N(C)c1c(I)c(N=C(C)O)c(I)c(C(O)=N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c1I
680,Cc1ncc([N+](=O)[O-])n1CCO
681,CC(C)(C(=O)c1cccnc1)c1cccnc1
682,C[C@@]1(O)CCOC(=O)C1
683,Cc1cccc(C)c1OCC(C)N.Cl
684,CC(C)C[C@@H](C=O)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CC(C)C)N=C(O)OCc1ccccc1
685,CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl
686,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
687,CCC(=O)OC1C(C)OC(OC2C(C)OC(O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@@H]3CC=O)C(O)C2N(C)C)CC1(C)O
688,COc1ccc(OC)c(C(O)CN=C(O)CN)c1.Cl
689,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
690,Cc1nc(O)c(C#N)cc1-c1ccncc1
691,NC(Cn1ccc(=O)c(O)c1)C(=O)O
692,Cc1cc(-c2ccccc2)n[nH]c1=NCCN1CCOCC1.Cl.Cl
693,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(=N)O)=C(O)[C@@]3(O)C(=O)C1=C2O.Cl
694,N=c1nc(N2CCCCC2)cc(N)n1O
695,Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
696,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1
697,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl
698,666
699,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
700,CCOC(=O)C1=C(C)N=C(S)NC1c1cccc(O)c1
701,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CCC3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)[O-])O3)O2)O1.[Na+]
702,Oc1ccc(OCc2ccccc2)cc1
703,C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23
704,C[C@@H]1C[C@H]2O[C@@H]2C=CC=CC(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1
705,CCOC(O)=Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2.Cl
706,Cc1ccsc1/C=C/C1=NCCCN1C.O=C(O)[C@H](O)[C@@H](O)C(=O)O
707,Cl.N=C(N)NC(=N)N1CCOCC1
708,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C.Cl
709,COc1nc(C)nc(Cl)c1NC1=NCCN1
710,Nc1ccccc1NC(=O)c1ccc(CN=C(O)OCc2cccnc2)cc1
711,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
712,c1cncc(C2=NCCC2)c1
713,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
714,CC(O)=NC(CC(=O)O)C(=O)O
715,CC(O)=N[C@@H](CC(C)C)C(=O)O
716,CC(O)=NC1[C@@H](O)OC(CO)[C@@H](O)[C@H]1O[C@H](C)C(=O)O
717,O=C(O)c1ccccc1Nc1ccccc1
718,CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
719,COc1ccc2cc(CCC(C)=O)ccc2c1
720,N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
721,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
722,CCOc1ccc2ccccc2c1C([O-])=N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12.O.[Na+]
723,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1.O=C(O)C(=O)O
724,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12.Cl
725,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1.Cl.Cl
726,Cl.Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
727,CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21.O.[Na+]
728,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl
729,Cl.O.O.O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
730,C=C1[C@H]2C[C@]3([C@@H]1O)[C@H]1C[C@@H]4[C@@]5(C)CC[C@H](O)[C@@]4(C1N(CC)C5)[C@@H]3C[C@@H]2O
731,Cl.c1ccc2c(CC3=NCCN3)cccc2c1
732,COc1ccc2cc([C@@H](C)C(=O)[O-])ccc2c1.[Na+]
733,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21
734,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
735,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O
736,CN1CCOC(c2ccccc2)c2ccccc2C1.Cl
737,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
738,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-]
739,O=C(NNCCC(O)=NCc1ccccc1)c1ccncc1
740,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl
741,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13
742,O=[N+]([O-])c1ccc(N=C(O)c2cc(Cl)ccc2O)c(Cl)c1
743,O=C(O)c1cccnc1
744,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
745,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
746,Cc1c(N=C(O)c2cccnc2)c(=O)n(-c2ccccc2)n1C
747,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
748,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1
749,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1
750,CC1(C)N=C(O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
751,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
752,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
753,O=[N+]([O-])c1cnc(N2CCN=C2O)s1
754,CNCCC(Oc1ccccc1OC)c1ccccc1.Cl
755,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
756,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
757,N=C(O)N/N=C/c1ccc([N+](=O)[O-])o1
758,O=C1N=C(O)CN1/N=C/c1ccc([N+](=O)[O-])o1
759,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
760,COC(O)=Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1
761,COC(O)=Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1
762,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
763,CN1Cc2c(N)cccc2C(c2ccccc2)C1.O=C(O)/C=C\C(=O)O
764,CNCCC=C1c2ccccc2C=Cc2ccccc21
765,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1
766,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
767,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C
768,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
769,CNCCC=C1c2ccccc2CCc2ccccc21.Cl
